chr	start	end	ctype	areaStat
chr6	117241656	117241929	N	164.61791333737574
chr8	2482342	2482847	N	164.61324094557767
chr4	91503069	91503328	N	164.6071734269758
chr19	52872542	52872752	N	164.6062161782986
chr19	17372580	17373044	T	164.5992517721752
chr21	20574333	20574638	N	164.59713021478433
chr2	10994232	10994420	N	164.59374663907874
chr8	54421291	54421698	N	164.577594210288
chr1	149158894	149159179	T	164.57490624174395
chr6	152606669	152607026	N	164.56797535250826
chr17	78897642	78898103	T	164.56213426094814
chr10	6719774	6720229	N	164.54589717443628
chr10	29123497	29123946	T	164.53606598922102
chr7	64175203	64175668	N	164.5294436164263
chr9	97122787	97123260	N	164.5253286883899
chr19	5825342	5825543	N	164.51616483350563
chrX	69878826	69879104	N	164.51571049712368
chr11	91359401	91359753	N	164.50128302874782
chr19	41221582	41222038	T	164.4869981495783
chr14	28818365	28818734	N	164.4769664897999
chr2	130356621	130356768	T	164.46422965411466
chr5	176124493	176124876	N	164.45922462922613
chr12	4032215	4032713	N	164.45371515395118
chr13	51804573	51804912	T	164.4395514456637
chr16	88926969	88927237	N	164.433547082735
chr8	20083807	20084200	T	164.432835918592
chr1	21841607	21842032	T	164.43264339757775
chr1	54980133	54980448	T	164.4319187371807
chr17	50209701	50210134	T	164.42883123245292
chr19	53632994	53633496	N	164.42522237677667
chr13	26848483	26848588	N	164.42007106380424
chr16	87691033	87691539	N	164.4162237633418
chr10	37680962	37681207	N	164.4074291463744
chr19	2982258	2982617	T	164.40291869515795
chr1	125157972	125158176	N	164.3951266959391
chr18	57410348	57410584	N	164.3931426525487
chr15	74991428	74991899	N	164.39237412562352
chr10	130722144	130722372	N	164.38791303216624
chr19	1682423	1682719	N	164.35564409116387
chr19	49533040	49533512	T	164.3518050330049
chr7	27457845	27458339	T	164.34579684253913
chr6	107847946	107848193	T	164.34486697075909
chr1	242620130	242620324	N	164.34434267928873
chr21	29872278	29872470	N	164.34314624102535
chr5	179380861	179381305	N	164.34245794152844
chr9	65384046	65384383	T	164.3141207383951
chr17	81077993	81078290	T	164.31162301825543
chr4	167484059	167484324	N	164.30633911122732
chr6	148358859	148359323	T	164.2920041167913
chr2	26840709	26841030	N	164.2915408927881
chr4	190111862	190112092	T	164.28961229819924
chr17	26875957	26876403	N	164.28140155323604
chr2	5587962	5588264	N	164.2810351662771
chr2	9397978	9398379	T	164.28099321390846
chr7	21682243	21682512	N	164.28031111029009
chr1	166343036	166343137	N	164.27963934607965
chrX	70436295	70436600	T	164.2794018179629
chr9	98600705	98600973	N	164.27660505011454
chr20	48493058	48493494	N	164.27566292005804
chrX	141368633	141368902	N	164.2744372159059
chr12	53058868	53059174	T	164.27178300863557
chr3	49662830	49663070	T	164.26769324240877
chrX	137692459	137692711	N	164.25997599038283
chr7	57211946	57212371	N	164.2590764582137
chr1	245164551	245164933	T	164.2558150392365
chr5	2220966	2221295	N	164.24350572861135
chr16	9479713	9480039	N	164.22978711396215
chr8	126325290	126325745	T	164.2281345591207
chr6	78657535	78657765	N	164.22562651273097
chr9	23961718	23962209	N	164.21347438099906
chr2	241821608	241821870	T	164.19893075749565
chr19	51132475	51132656	N	164.19598605097644
chr14	101491980	101492267	N	164.18704446937636
chr5	32876428	32876902	N	164.17958303946477
chr2	115834807	115834958	N	164.1769829803461
chr1	3684121	3684237	T	164.1768312756567
chr17	45008243	45008684	T	164.16905637278614
chr19	54874891	54875279	N	164.16662371266148
chrX	149758809	149759050	N	164.1645568040118
chr1	6777080	6777422	T	164.1505165503875
chr12	34290912	34291164	N	164.1503979746617
chr9	65434394	65434861	T	164.14712156492033
chr12	49889168	49889585	T	164.14305510337226
chr7	38976098	38976548	T	164.1401631882236
chr5	151310286	151310536	N	164.13594689964862
chr5	179807871	179808245	N	164.1347998747965
chr9	99220467	99220829	T	164.11068982641154
chr15	74726636	74726910	T	164.10293561723256
chr19	35131812	35132149	T	164.10196426015364
chr1	202111417	202111875	T	164.08955842778096
chr16	70930196	70930673	N	164.0840892083704
chr14	104513136	104513582	N	164.08288357120682
chr2	26731167	26731532	T	164.0800736950423
chr2	26849483	26849696	T	164.07169080391486
chr1	3292368	3292568	N	164.0701748718543
chr8	27634256	27634614	T	164.0701664604867
chr11	4273188	4273387	N	164.06722882250233
chr8	143144657	143144824	N	164.05966144698257
chr9	133221914	133222183	N	164.05802831735969
chrX	147726804	147727200	N	164.0567727564178
chr4	189799775	189800040	N	164.0521735159109
chr22	44967280	44967649	N	164.05064755751664
chr21	39675616	39675984	N	164.04482069989172
chr2	103844103	103844391	N	164.03679864377614
chr1	9735660	9735953	T	164.0278614493459
chr2	71043817	71044153	N	164.0250143163969
chr16	89817308	89817482	T	164.01352781468586
chr9	94587543	94587949	T	164.01054061269042
chrX	2174704	2175193	T	163.99975512637548
chr11	123943109	123943490	N	163.99718149602245
chr20	49905393	49905630	N	163.99417944813194
chr11	67665563	67666018	T	163.9705835822806
chr3	52193197	52193373	N	163.96875933341423
chr10	130969856	130970119	N	163.96130974471112
chr20	59751460	59751851	N	163.9427741381819
chr19	478796	479070	T	163.93039573431315
chr1	21289604	21289857	T	163.9293160666167
chr1	4170699	4171199	N	163.9273761438751
chr18	66715309	66715746	T	163.9199294401692
chr8	785883	786004	N	163.91784834369355
chr2	231679700	231679940	N	163.9128215749597
chr7	138717284	138717580	T	163.9014158264995
chr19	5395417	5395761	N	163.8895700668054
chr9	17562662	17562884	N	163.8884272550024
chr15	100863594	100863963	T	163.88307147627052
chr16	6142365	6142867	N	163.88194167968095
chr2	207737104	207737312	T	163.87565817295717
chr9	124887098	124887326	T	163.8746718820821
chr7	156122816	156122954	N	163.8699522398365
chr22	38088608	38088875	N	163.8559420346146
chr1	27428382	27428885	T	163.84716572364096
chr20	61542997	61543394	N	163.84019519411368
chr2	116251480	116251975	N	163.8312369663613
chr8	139918253	139918605	T	163.82745327810153
chr3	169709290	169709563	N	163.818117982913
chr5	147510197	147510483	T	163.7981401699053
chr12	14567521	14567646	T	163.7959413597241
chr1	235612458	235612929	T	163.7927054760762
chr7	76148133	76148377	T	163.77624598541342
chr2	230888915	230889359	T	163.77290551846136
chr12	121711601	121711925	T	163.77104813380174
chr6	168706353	168706657	N	163.76021827028
chr16	24692974	24693480	T	163.75846176020332
chr22	46518475	46518893	T	163.75436118889684
chr12	56957161	56957445	N	163.75394943202946
chr18	7421721	7422201	T	163.75085280669623
chr5	144827704	144828147	N	163.7436459694527
chr14	19485489	19485781	N	163.72577166450878
chr20	31165230	31165700	N	163.72239496596694
chr12	44991336	44991597	N	163.71993280454626
chr11	130758360	130758814	N	163.71839596943437
chr12	126707385	126707847	N	163.71719504066004
chr8	14027935	14028370	N	163.7117122617933
chrX	64987019	64987227	N	163.70646663876948
chr13	58858211	58858555	N	163.68643897714605
chr10	75913507	75913983	T	163.68447337472844
chr19	29779219	29779686	T	163.68277404211997
chr20	62554449	62554636	N	163.67067979829676
chrX	153773461	153773749	T	163.65941939705544
chr18	4844928	4845364	N	163.65825643713242
chr11	2129644	2129897	N	163.65601796228145
chr8	29275998	29276372	N	163.65318617349635
chr7	1144076	1144514	T	163.6282230076015
chr13	106866640	106866842	N	163.62523414981888
chr9	134385095	134385435	N	163.6170575640533
chr21	44539314	44539497	N	163.6151916405713
chr5	41493714	41494088	N	163.61504435934376
chr10	128324073	128324430	N	163.61202610380656
chr1	3094560	3094984	N	163.6063270529503
chr4	63771903	63772325	T	163.592997043075
chr10	2168408	2168686	N	163.5894166895
chr13	101149058	101149279	N	163.58459822920167
chr2	176122028	176122278	T	163.58332812875506
chr6	45605538	45605948	T	163.5803719380092
chr3	114125495	114125986	T	163.5714769253732
chr9	101486134	101486387	T	163.5536797336605
chr1	234316322	234316795	N	163.54109623669547
chr7	1382960	1383454	N	163.54016049071015
chr13	56472284	56472541	N	163.51770814893598
chr16	73955661	73956001	N	163.5021287594975
chr4	80263799	80264142	T	163.4957047010912
chr22	21013737	21014002	T	163.49481711757153
chr17	76496829	76497261	T	163.4652128770922
chr1	16624151	16624647	T	163.46459339331523
chr2	122981526	122981954	T	163.45961096934434
chr22	47821687	47822008	T	163.44736209890698
chr20	21496823	21497262	T	163.44622525653403
chr7	1416931	1417410	N	163.4448639177881
chr19	37282220	37282371	N	163.4431819061465
chr5	17017246	17017677	T	163.4366840692369
chr21	30420864	30421056	T	163.43439169639896
chr17	17645629	17645973	T	163.43247785910012
chrX	140191457	140191723	N	163.4270910295977
chr18	57076098	57076566	N	163.4218684244363
chr21	43749492	43749855	T	163.3973163511173
chrX	154479448	154479855	T	163.39722379962882
chr9	6808106	6808556	N	163.3959842825193
chr1	176313951	176314086	N	163.39175802587147
chr2	116166547	116167050	N	163.3790640631512
chr12	7455062	7455293	N	163.37490543922877
chr10	123709719	123710208	N	163.37338932438297
chr2	18214008	18214230	N	163.36737510853482
chr7	49660945	49661214	N	163.36631872350222
chr5	167859924	167860046	N	163.36091826134043
chr12	34133339	34133792	N	163.3528806492236
chr14	25497703	25498132	N	163.34838213383955
chr11	114050675	114051113	N	163.34713716281408
chr6	32385768	32385899	N	163.34365169941634
chr22	48944287	48944529	N	163.34341361705674
chr5	141398515	141398937	T	163.33567308029433
chr19	31164059	31164422	N	163.31903285826388
chr15	61340467	61340902	N	163.31405376008138
chr5	32026932	32027183	T	163.30175246912177
chr13	71888107	71888613	N	163.29826174823302
chr21	20078636	20079018	N	163.2831903506294
chr2	72766845	72767303	T	163.2824980601331
chr7	99469316	99469596	T	163.26660717126742
chr14	77125429	77125594	T	163.25207300713532
chr2	207767132	207767258	T	163.2398620818899
chr9	94888739	94889240	T	163.2267020670124
chr4	86746452	86746881	T	163.22647478556928
chr20	42263355	42263673	N	163.2262965466521
chr18	33787651	33788073	N	163.22555177676134
chr6	69540134	69540538	N	163.21677000605882
chr3	184016969	184017263	N	163.2131990999519
chr5	172684161	172684263	T	163.21134848539714
chr10	1834823	1835212	N	163.20667933084815
chr6	21788428	21788876	T	163.19694626971295
chr1	154430982	154431418	N	163.17834110017975
chr18	49577431	49577636	N	163.17436171318843
chr1	184037329	184037459	T	163.16955317391785
chr16	86278459	86278936	N	163.1681871354583
chr17	50930367	50930753	T	163.16476876102797
chr4	8832354	8832787	N	163.1596290449395
chr4	153758991	153759355	T	163.15084115605373
chr15	100668870	100669370	T	163.13965422276806
chr8	4054183	4054558	N	163.11701589919744
chr1	18713999	18714459	T	163.1085819503778
chr4	8695242	8695596	N	163.1083203584799
chr15	31632928	31633245	N	163.1066700043541
chr6	133675752	133676186	T	163.1016883575171
chr19	22103387	22103761	N	163.0972809217419
chr10	92083762	92084057	N	163.08683183748303
chr9	137390554	137390806	T	163.0670668826508
chr22	49525739	49526001	N	163.03515331444055
chr16	48879687	48880133	N	163.02869035935555
chr20	44096979	44097471	T	163.02684122705568
chr9	128114524	128114901	T	163.02164431172832
chr10	8045356	8045828	T	163.01549866313007
chr8	1190476	1190866	N	162.9874792217729
chr19	50702830	50703015	N	162.97854257765837
chr19	5774429	5774845	T	162.97333396144177
chr12	8473017	8473273	N	162.97237234565137
chr2	118847652	118847865	N	162.9713840719403
chr16	75621944	75622098	N	162.9672565942808
chr18	31306672	31306898	N	162.96705503558428
chr9	119696017	119696474	N	162.95356312910098
chr19	47432313	47432457	T	162.95266697624743
chrX	33088972	33089315	T	162.95085007346734
chr19	17004303	17004622	N	162.9473792829756
chr1	18728095	18728331	N	162.9438223767346
chr16	26021450	26021897	N	162.9403433108239
chr2	121852395	121852904	T	162.92074412972465
chr4	8986368	8986867	N	162.91791109307724
chr17	21703474	21703655	N	162.91052060278753
chr22	49462845	49463034	N	162.90748578194462
chr4	125192618	125192949	T	162.90652919762306
chr15	52022763	52023130	N	162.9009757945007
chr16	75206452	75206938	T	162.90082189936027
chr1	9274049	9274523	T	162.89471042916512
chr2	131172876	131173292	N	162.88894787255185
chr15	29471482	29471694	N	162.8859896394331
chr1	38045126	38045327	T	162.8771539646716
chr11	114123866	114124262	N	162.85219873627852
chr18	58998980	58999434	T	162.84850759081587
chr8	32461423	32461679	N	162.84614115389013
chr1	34129376	34129630	N	162.84550399459908
chr9	94808064	94808569	T	162.8392336360712
chr19	54465222	54465366	T	162.8391619358665
chr8	23709866	23710366	T	162.8238682256706
chr10	93060776	93061092	T	162.80491826570506
chr1	12615402	12615879	T	162.8003969505569
chr11	118645409	118645821	T	162.78354400158696
chr9	16812945	16813288	T	162.77165268664385
chr22	23847682	23848095	T	162.7700227376224
chr17	45371967	45372313	N	162.76796531823015
chr20	32583083	32583191	T	162.76347413328813
chr17	18257304	18257773	T	162.76286432570123
chrX	117071073	117071325	N	162.75747093628104
chr19	51508853	51509288	N	162.73686517924148
chr11	75584442	75584888	T	162.7356252225513
chr12	132339923	132340261	N	162.71920138536598
chr18	60729622	60729860	N	162.71157292594512
chr6	123831677	123831933	N	162.71045782846204
chr2	3950353	3950667	N	162.70284363611415
chr11	68904836	68905189	N	162.69808888020543
chr14	74367268	74367710	T	162.69223067375106
chr2	128835827	128836241	N	162.6787779738197
chr20	55630676	55630945	N	162.67413359261536
chr8	85646167	85646343	N	162.67204448965367
chr12	49538124	49538259	T	162.6704219686585
chr12	57204710	57205171	T	162.666858233031
chr11	80087677	80087928	N	162.66404368016583
chr9	134887141	134887543	N	162.65905211531663
chr10	19643153	19643408	N	162.65696672206388
chr8	91197454	91197671	N	162.65202929753832
chr8	32464016	32464379	N	162.65037157733036
chr8	141980012	141980341	N	162.64938883347372
chr17	11305540	11305979	N	162.63992680113665
chr16	25925483	25925945	N	162.63793717733756
chr8	2562893	2563398	N	162.61834879259754
chr13	111955653	111955798	N	162.612217613643
chr7	56151069	56151311	N	162.61027550931976
chr14	104500361	104500682	N	162.60869361267328
chr8	127794014	127794270	T	162.60659345133786
chr13	101453939	101454039	T	162.58327791802094
chr19	11579435	11579623	T	162.57589544965867
chr7	69814501	69814947	N	162.5664600463656
chr1	146489298	146489651	T	162.56086914046364
chr1	158845385	158845691	N	162.5545703378193
chr7	1275452	1275733	N	162.55326262155995
chr1	1200840	1201101	T	162.55263304427604
chr12	98333001	98333442	N	162.54632473624224
chr6	127514961	127515357	T	162.54068912848174
chr16	3027876	3028252	T	162.5380539713874
chrX	106160372	106160507	N	162.53146856071942
chr21	41289418	41289708	T	162.52518924778906
chr22	35330143	35330470	T	162.52485037572433
chr16	55798699	55798974	N	162.5240946558597
chr8	206998	207255	T	162.51773214459536
chr17	77429097	77429319	T	162.50892813231712
chr16	56681937	56682113	T	162.49633565803538
chr16	1049371	1049860	T	162.48988925093136
chr12	129931653	129931950	N	162.48627217435592
chr4	3423131	3423450	T	162.4679364414444
chr14	21605781	21606181	N	162.4677638649796
chr2	236636930	236637395	N	162.4613868909239
chrUn_GL000219v1	44539	44853	T	162.4596918475845
chr19	51261310	51261583	N	162.45768750294428
chr12	87330221	87330452	N	162.45455422691748
chr16	8244666	8244889	N	162.4251151466724
chr7	123036089	123036533	T	162.4232312481472
chr8	4432687	4433192	N	162.4180446137741
chr16	33795353	33795626	N	162.40861894330465
chr5	12166240	12166513	N	162.4007627705059
chr20	49568015	49568185	T	162.39498351945417
chr1	32900672	32900926	T	162.3912728464015
chr1	159453015	159453305	N	162.38851218856507
chr1	1146118	1146563	T	162.38456146263843
chr7	4731072	4731370	T	162.38449267389024
chr7	1761200	1761535	N	162.3750567056495
chr12	52902507	52902809	T	162.3722197156444
chr16	30115096	30115513	T	162.36972398456157
chr20	10269909	10270113	N	162.35425638590118
chr3	143895507	143895856	N	162.34608323247494
chr8	64575654	64575980	T	162.34315787799142
chr10	359965	360426	T	162.34010736474193
chr18	41342920	41343095	N	162.33618180790722
chr17	74026046	74026516	N	162.32416326202156
chr13	102387762	102388017	N	162.31864712236984
chr10	55899698	55899992	N	162.3163846234379
chr13	99434176	99434426	T	162.3094673933988
chr10	2317537	2318005	N	162.30818593995218
chr3	194847007	194847496	T	162.30581047624764
chr11	133360889	133361208	N	162.29857671131964
chr16	35195438	35195929	T	162.29288104149464
chr4	7768972	7769390	T	162.2920983452318
chr5	12351265	12351524	N	162.29133536063796
chr11	75877324	75877598	N	162.26778662663764
chr8	142237158	142237564	N	162.25745429547987
chr14	23607844	23608280	N	162.25036149676953
chr16	85535290	85535749	T	162.25017409381417
chr17	22463266	22463511	N	162.24333169588317
chr14	104477250	104477454	N	162.23088303788722
chr9	124242620	124243001	T	162.22352613917883
chr22	16331350	16331833	N	162.2203084663031
chr2	21151915	21152198	N	162.2085794845366
chr4	9451423	9451898	N	162.207053509062
chr5	172845062	172845427	T	162.1950573934747
chr1	22600868	22601217	N	162.1896526262094
chr16	89075023	89075314	N	162.17437608214686
chr19	47923742	47924021	N	162.17189431201905
chr8	4378076	4378535	N	162.16707122969
chr6	104902573	104903047	N	162.16205751305824
chr8	17624592	17625096	T	162.15624116944355
chr6	50209393	50209573	N	162.13359517845265
chr12	48635667	48636045	T	162.1310201233373
chr19	57525060	57525339	N	162.11592430279688
chr7	32433606	32433974	N	162.11591831795158
chr4	9515539	9515706	N	162.11295748573616
chr20	63466209	63466316	N	162.11067919830396
chr5	173775812	173776171	T	162.107412497332
chr14	35824746	35824930	N	162.10018950274753
chr9	134616514	134616897	N	162.0963942748208
chrX	4581724	4581907	N	162.09579316103327
chr12	6073054	6073525	T	162.08672097540693
chr6	18276756	18277247	T	162.08018101837388
chr7	6478944	6479311	T	162.075045808087
chr11	134411081	134411497	T	162.07477914004926
chr21	16104456	16104669	N	162.07049243313077
chr2	4002686	4003129	N	162.06480804150283
chr19	16167558	16167724	T	162.05713556814544
chr17	14318006	14318468	N	162.0420576391616
chr1	16040895	16041382	T	162.04170617829777
chr15	27679945	27680383	T	162.04108618238706
chr16	87075390	87075895	N	162.03762107399075
chr6	92995333	92995685	N	162.03429960193876
chr4	879603	879973	T	162.02564050348246
chr22	46504999	46505240	T	162.02336156838874
chr19	3870656	3870981	N	162.02086326935978
chr4	183565756	183566226	T	162.02009016939655
chr22	28538306	28538813	T	162.01732932943446
chr2	3005101	3005371	N	161.99774048161407
chr10	43435893	43436233	N	161.9973901853616
chr11	20615430	20615618	N	161.99705764062946
chr3	133927939	133928433	T	161.99605902858048
chr2	102356290	102356786	T	161.99477463240282
chr3	81044902	81045175	N	161.98163415436875
chr17	5921331	5921753	N	161.97699249376183
chr11	120578508	120578998	N	161.9725108171574
chr16	77964853	77965081	N	161.95815513448008
chr16	21526246	21526648	T	161.95473379113264
chr4	357916	358428	N	161.95449739330343
chr16	26316811	26317257	N	161.94461015427214
chr18	54469055	54469323	N	161.94342270562151
chr9	126098583	126098920	N	161.93616651367665
chr6	3903878	3904189	T	161.92698306203874
chr11	84685727	84685938	N	161.9222202316696
chr19	49133566	49133982	T	161.90126860755572
chr1	146856162	146856422	N	161.90060981788292
chr19	44880215	44880619	T	161.8974305811371
chr11	4848782	4849271	N	161.89675050374126
chr1	148150755	148151053	T	161.88715229960917
chr1	38214020	38214328	T	161.8787774821492
chr12	63821779	63821879	T	161.87205695954162
chr11	94512142	94512400	T	161.848930487193
chrX	156001422	156001878	T	161.8435425872242
chr16	33606151	33606463	N	161.83962544803353
chr6	94922768	94923001	N	161.82620796541107
chr7	2860513	2860930	N	161.82206277473142
chr6	167804880	167805272	T	161.80190403044708
chr12	14883547	14883996	T	161.79632191104974
chr2	86249964	86250381	T	161.7926803486123
chr2	240190778	240191204	N	161.78990299168754
chr17	56420767	56420909	N	161.78781117452831
chr2	130037856	130038046	N	161.78216144695284
chr17	859359	859854	T	161.7813372399537
chr10	29522373	29522697	N	161.78046680954765
chr14	55438733	55439218	T	161.7769195780943
chr3	71648951	71649110	T	161.76994087170715
chr8	46209547	46210048	T	161.76521376276378
chr3	79720822	79720953	N	161.7559060208864
chr7	157892059	157892557	N	161.75053197758552
chr22_KI270733v1_random	136880	137114	N	161.74310116385732
chr5	64234489	64234890	N	161.74255291743384
chr10	38323807	38323998	N	161.73839866187814
chr12	33058050	33058552	N	161.73363778306793
chr10	36217006	36217401	N	161.7327816433933
chr20	43090910	43091214	N	161.72882060824986
chr6	32044647	32044955	T	161.72502612444532
chr8	12928461	12928911	T	161.72086085021465
chr11	120868785	120869087	N	161.7168853825617
chr8	2179076	2179264	N	161.70991509680732
chr15	83208299	83208505	T	161.70504335737792
chrX	70878240	70878586	N	161.6947625810035
chr7	97508159	97508275	N	161.6924639208437
chr2	168533965	168534440	T	161.68722122196277
chr11	2257323	2257707	N	161.68107211065262
chr16	49464441	49464809	N	161.68047494249674
chr9	135267433	135267763	N	161.67819149138427
chr14	101374459	101374810	N	161.66803538380873
chr17	79469436	79469843	N	161.6652684474957
chr5	1213987	1214438	N	161.66162601599945
chr19	1083423	1083681	T	161.65844440370938
chr6	166411198	166411596	N	161.65757175665954
chr19	9604141	9604514	N	161.65582398487277
chr17	413419	413920	T	161.64787774765043
chr6	13012964	13013368	T	161.640491856881
chr7	100876068	100876379	N	161.63904440367924
chr16	4801675	4801999	T	161.62850488052345
chr15	83012079	83012570	T	161.6269394034598
chr10	130482037	130482537	N	161.6206458005429
chr2	113062446	113062748	N	161.61915251447476
chr4	1599638	1600101	T	161.61718466447405
chrX	120308913	120309216	T	161.60005088464823
chr12	8290307	8290784	N	161.58890618607052
chr3	121195031	121195456	N	161.5842922588181
chr9	66826632	66826837	T	161.58084379394313
chr7	141443293	141443745	N	161.5794739933699
chr1	109165411	109165818	T	161.57883319443772
chr13	110249339	110249705	T	161.57243611920262
chr17	7182931	7183276	T	161.5628242423295
chr11	92938379	92938592	N	161.56258411905355
chr20	63819654	63819977	N	161.55144272592588
chr5	1407959	1408376	N	161.5426337206669
chr17	81321911	81322320	T	161.54232744068395
chr10	8869192	8869458	N	161.54153834029137
chr7	75570511	75570878	T	161.5339943753902
chr17	77776998	77777244	N	161.53389543029903
chr8	107024972	107025358	T	161.5282479099992
chr15	53743801	53743968	N	161.5274368159428
chr19	18571138	18571341	T	161.51179532645392
chr19	13497396	13497867	N	161.5083279775365
chr13	20177162	20177308	T	161.50715296903672
chr3	53592788	53593245	T	161.49890101248957
chr11	42151178	42151405	N	161.49735506683965
chrX	87506013	87506237	N	161.48509791262725
chr10	129233804	129234027	N	161.4812468259579
chr2	85237965	85238381	T	161.47798615773945
chr1	242838763	242839208	N	161.47781911230345
chr10	133169677	133169975	N	161.47510585102737
chrX	887001	887363	N	161.46342473034906
chr16	89925149	89925574	T	161.45879621383892
chr2	173858225	173858703	T	161.45521686400866
chr10	133423269	133423451	T	161.45271483045826
chr3	13936318	13936638	N	161.44465228682088
chr9	34571175	34571557	T	161.4431494912128
chr17	39204790	39205044	T	161.44211896173147
chr9	130465845	130466197	T	161.43881323687856
chr2	219045130	219045404	N	161.4322620885
chr19	32069519	32069963	N	161.42369507221974
chr10	67221602	67221825	N	161.42188539337474
chr4	190073668	190073879	N	161.41132239047056
chr17	26759105	26759399	N	161.37579762752284
chr15	80838653	80839165	T	161.3744232391266
chr8	120012682	120013081	T	161.3595655052709
chr6	6759148	6759535	T	161.35746872376467
chr18	8661731	8662128	T	161.3566834661807
chr8	18748358	18748576	T	161.35116493562782
chr17	1151919	1152206	T	161.34837503792005
chr21	31821467	31821892	N	161.34660843547908
chr5	116536422	116536854	N	161.34369367201157
chr8	19470611	19471010	T	161.34108467440365
chr19	50607715	50607957	N	161.3298344654761
chr17	7013697	7014074	T	161.31982883218006
chr6	69039763	69039991	N	161.28301995029256
chr7	145952763	145953242	T	161.26722902242318
chr7	70997713	70998176	N	161.26646632683423
chr14	104649988	104650160	T	161.26167884115148
chr11	2805514	2805835	T	161.236009525192
chr6	152743221	152743578	N	161.21655199712245
chr5	1505713	1506078	T	161.2163806474282
chr21	20683965	20684216	N	161.21585331222786
chr6	32186937	32187364	T	161.20641751510584
chr18	25665044	25665439	N	161.2037696887778
chr5	152004172	152004440	N	161.1868852313055
chr9	131841897	131842089	N	161.18488565925372
chr12	124395507	124395746	N	161.18354156724558
chr3	80462614	80462837	N	161.16036495595063
chr13	111093163	111093478	N	161.15957613447267
chr10	90425528	90425958	N	161.15917364343454
chr5	141323187	141323533	N	161.13672538853484
chr16	83311765	83312246	N	161.13425431425048
chr17	79919760	79920032	T	161.13281195863647
chr1	37221099	37221442	N	161.13023347239687
chr4	16757136	16757445	N	161.12975709883085
chr3	49661781	49662281	T	161.1200443569469
chr17	79423362	79423573	N	161.107872498922
chr5	140787569	140787679	N	161.10561567284572
chrX	154650136	154650500	T	161.10405841776603
chr7	55872562	55872927	N	161.10146146517127
chr2	240322971	240323170	T	161.0821166622875
chr7	73390468	73390726	N	161.0702210479326
chr3	22994052	22994267	N	161.0533213483527
chr5	51486802	51487063	N	161.04977098742802
chr15	37439570	37439766	N	161.0444141433204
chr12	130132628	130133039	N	161.03157523036705
chrX	772075	772494	N	161.0306326812679
chr7	104071645	104071797	N	161.02497441324022
chr2	173550707	173551036	N	161.01943693887688
chr12	18582188	18582678	N	161.01398218192935
chr2	236164251	236164372	T	161.009357988484
chr9	126114206	126114575	N	161.00915823317814
chr10	128556947	128557396	N	161.00494037901535
chr1	163480574	163481069	N	160.9745159068343
chrX	91735193	91735614	N	160.9740202962264
chr1	222950401	222950815	T	160.97043956545212
chr5	51572484	51572987	N	160.96631345642572
chr2	112028452	112028874	T	160.9655485522917
chr9	134065574	134065911	T	160.96199597754207
chr11	5938074	5938395	N	160.9547994375239
chr16	29826985	29827447	N	160.9483497797687
chr2	150346415	150346686	T	160.9481980291771
chr19	34997791	34998146	T	160.94486223170725
chr11	117505455	117505653	N	160.94408277855962
chr5	29295550	29295779	N	160.93679899838196
chr12	5394082	5394228	N	160.9318893738107
chr7	144355448	144355833	T	160.917687033344
chr9	136746244	136746411	T	160.9157937797695
chr14_KI270722v1_random	48449	48936	N	160.90724269142677
chr5	177791759	177792190	N	160.90589280437837
chr5	155293373	155293600	N	160.90447170357356
chr2	203013826	203014159	T	160.89476113109004
chr17	57440731	57441091	N	160.8844149954225
chr7	149780865	149781346	T	160.87859230280992
chr10	128823622	128823928	N	160.8618262304326
chr19	35227067	35227471	T	160.85797063842938
chr19	14333311	14333664	T	160.8299840723571
chr5	16053402	16053758	N	160.82875796948292
chr4	181281374	181281793	N	160.8250989737253
chr15	24896505	24896889	N	160.8194097102637
chr22_KI270738v1_random	57691	58070	N	160.81721931547986
chr12	20831123	20831615	T	160.8115883250407
chr9	123274971	123275239	T	160.80488645510331
chr3	139930874	139931372	N	160.80071279039566
chr19	21586948	21587439	N	160.79482945154405
chr22	36977350	36977588	T	160.79318401854837
chr13	70761867	70761990	N	160.7911623092548
chr16	22603971	22604335	T	160.79050272761742
chrX	119410343	119410845	N	160.78263301382242
chr2	101590956	101591408	T	160.77926227770058
chr21	21025153	21025439	N	160.7789289319544
chr18	4603302	4603780	N	160.7779647442694
chrX	74986972	74987365	N	160.7748186132642
chr8	140035527	140035811	T	160.76681612601078
chr22	35568860	35569301	T	160.76661845417084
chr8	7272438	7272799	N	160.7567444870831
chr7	155033283	155033596	N	160.7564423655465
chr7	101592764	101593013	T	160.74901057335137
chrX	116856689	116857102	N	160.74893934552256
chr12	127271772	127272189	N	160.74867622098918
chr11	70576271	70576585	N	160.74777388279654
chr4	165046225	165046580	T	160.745764767727
chr10	130439743	130440191	N	160.7404355012451
chr19	16294668	16295080	T	160.73410156917407
chr2	1282771	1283211	N	160.7308220506684
chr16	78069639	78070122	N	160.7300230935066
chr11	79499468	79499697	N	160.7289088322841
chr19	33515153	33515624	T	160.7237702830198
chr22	26159180	26159596	N	160.7216662730425
chr8	34579016	34579362	N	160.71505849590358
chr15	87705572	87705957	N	160.7093973624078
chr5	93588838	93589100	T	160.701737266735
chr10	565810	566317	T	160.69929748942127
chr13	53006591	53006833	N	160.68707537876662
chr16	89070993	89071389	N	160.67170093812547
